8
7	
-401 42
-400 45
-401 47
-400 50
-401 52
-400 55
-401 57
-400 60
-401 62
-400 65
-401 67
-400 70
-401 72
-400 75
-401 77
-400 80
-401 82
-400 85
-401 87
-400 90
-401 92
-400 95
-401 97
-400 100
-401 102
-400 105
-401 107
-400 110
-401 112
-400 115
-401 117
-400 120
-401 122
-400 125
-401 127
-400 130
-401 132
-400 135
-401 137
-400 140
-401 142
-400 145
-401 147
-400 150
-401 152
-400 155
-401 157
-400 160
-401 162
-400 165
-401 167
-400 170
-401 172
-400 175
-401 177
-400 180
-401 182
-400 185
-401 187
-400 190
-401 192
-400 195
-401 197
-400 200
-401 202
-400 205
-401 207
-400 210
-401 212
-400 215
-401 217
-400 220
-401 222
-400 225
-401 227
-400 230
-401 232
-400 235
-401 237
-400 240
-401 242
-400 245
-401 247
-400 250
-401 252
-400 255
-401 257
-400 260
-401 262
-400 265
-401 267
-400 270
-401 272
-400 275
-401 277
-400 280
-401 282
-400 285
-401 287
-400 290
-401 292
-400 295
-401 297
-400 300
-401 302
-400 305
-401 307
-400 310
-401 312
-400 315
-401 317
-400 320
-401 322
-400 325
-401 327
-400 330
-401 332
-400 335
-401 337
-400 340
-401 342
-400 345
-401 347
-400 350
-401 352
-400 355
-401 357
-400 360
-401 362
-400 365
-401 367
-400 370
-401 372
-400 375
-401 377
-400 380
-401 382
-400 385
-401 387
-400 390
-401 392
-400 395
-401 397
-400 400
-398 401
-395 400
-393 401
-390 400
-388 401
-385 400
-383 401
-380 400
-378 401
-375 400
-373 401
-370 400
-368 401
-365 400
-363 401
-360 400
-358 401
-355 400
-353 401
-350 400
-348 401
-345 400
-343 401
-340 400
-338 401
-335 400
-333 401
-330 400
-328 401
-325 400
-323 401
-320 400
-318 401
-315 400
-313 401
-310 400
-308 401
-305 400
-303 401
-300 400
-298 401
-295 400
-293 401
-290 400
-288 401
-285 400
-283 401
-280 400
-278 401
-275 400
-273 401
-270 400
-268 401
-265 400
-263 401
-260 400
-258 401
-255 400
-253 401
-250 400
-248 401
-245 400
-243 401
-240 400
-238 401
-235 400
-233 401
-230 400
-228 401
-225 400
-223 401
-220 400
-218 401
-215 400
-213 401
-210 400
-208 401
-205 400
-203 401
-200 400
-198 401
-195 400
-193 401
-190 400
-188 401
-185 400
-183 401
-180 400
-178 401
-175 400
-173 401
-170 400
-168 401
-165 400
-163 401
-160 400
-158 401
-155 400
-153 401
-150 400
-148 401
-145 400
-143 401
-140 400
-138 401
-135 400
-133 401
-130 400
-128 401
-125 400
-123 401
-120 400
-118 401
-115 400
-113 401
-110 400
-108 401
-105 400
-103 401
-100 400
-98 401
-95 400
-93 401
-90 400
-88 401
-85 400
-83 401
-80 400
-78 401
-75 400
-73 401
-70 400
-68 401
-65 400
-63 401
-60 400
-58 401
-55 400
-53 401
-50 400
-48 401
-45 400
-43 401
-40 400
-38 401
-35 400
-33 401
-30 400
-28 401
-25 400
-23 401
-20 400
-18 401
-15 400
-13 401
-10 400
-8 401
-5 400
-3 401
0 400
2 401
5 400
7 401
10 400
12 401
15 400
17 401
20 400
22 401
25 400
27 401
30 400
32 401
35 400
37 401
40 400
42 401
45 400
47 401
50 400
52 401
55 400
57 401
60 400
62 401
65 400
67 401
70 400
72 401
75 400
77 401
80 400
82 401
85 400
87 401
90 400
92 401
95 400
97 401
100 400
102 401
105 400
107 401
110 400
112 401
115 400
117 401
120 400
122 401
125 400
127 401
130 400
132 401
135 400
137 401
140 400
142 401
145 400
147 401
150 400
152 401
155 400
157 401
160 400
162 401
165 400
167 401
170 400
172 401
175 400
177 401
180 400
182 401
185 400
187 401
190 400
192 401
195 400
197 401
200 400
202 401
205 400
207 401
210 400
212 401
215 400
217 401
220 400
222 401
225 400
227 401
230 400
232 401
235 400
237 401
240 400
242 401
245 400
247 401
250 400
252 401
255 400
257 401
260 400
262 401
265 400
267 401
270 400
272 401
275 400
277 401
280 400
282 401
285 400
287 401
290 400
292 401
295 400
297 401
300 400
302 401
305 400
307 401
310 400
312 401
315 400
317 401
320 400
322 401
325 400
327 401
330 400
332 401
335 400
337 401
340 400
342 401
345 400
347 401
350 400
352 401
355 400
357 401
360 400
362 401
365 400
367 401
370 400
372 401
375 400
377 401
380 400
382 401
385 400
387 401
390 400
392 401
395 400
397 401
400 400
401 398
400 395
401 393
400 390
401 388
400 385
401 383
400 380
401 378
400 375
401 373
400 370
401 368
400 365
401 363
400 360
401 358
400 355
401 353
400 350
401 348
400 345
401 343
400 340
401 338
400 335
401 333
400 330
401 328
400 325
401 323
400 320
401 318
400 315
401 313
400 310
401 308
400 305
401 303
400 300
401 298
400 295
401 293
400 290
401 288
400 285
401 283
400 280
401 278
400 275
401 273
400 270
401 268
400 265
401 263
400 260
401 258
400 255
401 253
400 250
401 248
400 245
401 243
400 240
401 238
400 235
401 233
400 230
401 228
400 225
401 223
400 220
401 218
400 215
401 213
400 210
401 208
400 205
401 203
400 200
401 198
400 195
401 193
400 190
401 188
400 185
401 183
400 180
401 178
400 175
401 173
400 170
401 168
400 165
401 163
400 160
401 158
400 155
401 153
400 150
401 148
400 145
401 143
400 140
401 138
400 135
401 133
400 130
401 128
400 125
401 123
400 120
401 118
400 115
401 113
400 110
401 108
400 105
401 103
400 100
401 98
400 95
401 93
400 90
401 88
400 85
401 83
400 80
401 78
400 75
401 73
400 70
401 68
400 65
401 63
400 60
401 58
400 55
401 53
400 50
401 48
400 45
401 43
400 40
401 38
400 35
401 33
400 30
401 28
400 25
401 23
400 20
401 18
400 15
401 13
400 10
401 8
400 5
401 3
400 0
401 -2
400 -5
401 -7
400 -10
401 -12
400 -15
401 -17
400 -20
401 -22
400 -25
401 -27
400 -30
401 -32
400 -35
401 -37
400 -40
401 -42
400 -45
401 -47
400 -50
401 -52
400 -55
401 -57
400 -60
401 -62
400 -65
401 -67
400 -70
401 -72
400 -75
401 -77
400 -80
401 -82
400 -85
401 -87
400 -90
401 -92
400 -95
401 -97
400 -100
401 -102
400 -105
401 -107
400 -110
401 -112
400 -115
401 -117
400 -120
401 -122
400 -125
401 -127
400 -130
401 -132
400 -135
401 -137
400 -140
401 -142
400 -145
401 -147
400 -150
401 -152
400 -155
401 -157
400 -160
401 -162
400 -165
401 -167
400 -170
401 -172
400 -175
401 -177
400 -180
401 -182
400 -185
401 -187
400 -190
401 -192
400 -195
401 -197
400 -200
401 -202
400 -205
401 -207
400 -210
401 -212
400 -215
401 -217
400 -220
401 -222
400 -225
401 -227
400 -230
401 -232
400 -235
401 -237
400 -240
401 -242
400 -245
401 -247
400 -250
401 -252
400 -255
401 -257
400 -260
401 -262
400 -265
401 -267
400 -270
401 -272
400 -275
401 -277
400 -280
401 -282
400 -285
401 -287
400 -290
401 -292
400 -295
401 -297
400 -300
401 -302
400 -305
401 -307
400 -310
401 -312
400 -315
401 -317
400 -320
401 -322
400 -325
401 -327
400 -330
401 -332
400 -335
401 -337
400 -340
401 -342
400 -345
401 -347
400 -350
401 -352
400 -355
401 -357
400 -360
401 -362
400 -365
401 -367
400 -370
401 -372
400 -375
401 -377
400 -380
401 -382
400 -385
401 -387
400 -390
401 -392
400 -395
401 -397
400 -400
398 -399
395 -400
393 -399
390 -400
388 -399
385 -400
383 -399
380 -400
378 -399
375 -400
373 -399
370 -400
368 -399
365 -400
363 -399
360 -400
358 -399
355 -400
353 -399
350 -400
348 -399
345 -400
343 -399
340 -400
338 -399
335 -400
333 -399
330 -400
328 -399
325 -400
323 -399
320 -400
318 -399
315 -400
313 -399
310 -400
308 -399
305 -400
303 -399
300 -400
298 -399
295 -400
293 -399
290 -400
288 -399
285 -400
283 -399
280 -400
278 -399
275 -400
273 -399
270 -400
268 -399
265 -400
263 -399
260 -400
258 -399
255 -400
253 -399
250 -400
248 -399
245 -400
243 -399
240 -400
238 -399
235 -400
233 -399
230 -400
228 -399
225 -400
223 -399
220 -400
218 -399
215 -400
213 -399
210 -400
208 -399
205 -400
203 -399
200 -400
198 -399
195 -400
193 -399
190 -400
188 -399
185 -400
183 -399
180 -400
178 -399
175 -400
173 -399
170 -400
168 -399
165 -400
163 -399
160 -400
158 -399
155 -400
153 -399
150 -400
148 -399
145 -400
143 -399
140 -400
138 -399
135 -400
133 -399
130 -400
128 -399
125 -400
123 -399
120 -400
118 -399
115 -400
113 -399
110 -400
108 -399
105 -400
103 -399
100 -400
98 -399
95 -400
93 -399
90 -400
88 -399
85 -400
83 -399
80 -400
78 -399
75 -400
73 -399
70 -400
68 -399
65 -400
63 -399
60 -400
58 -399
55 -400
53 -399
50 -400
48 -399
45 -400
43 -399
40 -400
38 -399
35 -400
33 -399
30 -400
28 -399
25 -400
23 -399
20 -400
18 -399
15 -400
13 -399
10 -400
8 -399
5 -400
3 -399
0 -400
-2 -399
-5 -400
-7 -399
-10 -400
-12 -399
-15 -400
-17 -399
-20 -400
-22 -399
-25 -400
-27 -399
-30 -400
-32 -399
-35 -400
-37 -399
-40 -400
-42 -399
-45 -400
-47 -399
-50 -400
-52 -399
-55 -400
-57 -399
-60 -400
-62 -399
-65 -400
-67 -399
-70 -400
-72 -399
-75 -400
-77 -399
-80 -400
-82 -399
-85 -400
-87 -399
-90 -400
-92 -399
-95 -400
-97 -399
-100 -400
-102 -399
-105 -400
-107 -399
-110 -400
-112 -399
-115 -400
-117 -399
-120 -400
-122 -399
-125 -400
-127 -399
-130 -400
-132 -399
-135 -400
-137 -399
-140 -400
-142 -399
-145 -400
-147 -399
-150 -400
-152 -399
-155 -400
-157 -399
-160 -400
-162 -399
-165 -400
-167 -399
-170 -400
-172 -399
-175 -400
-177 -399
-180 -400
-182 -399
-185 -400
-187 -399
-190 -400
-192 -399
-195 -400
-197 -399
-200 -400
-202 -399
-205 -400
-207 -399
-210 -400
-212 -399
-215 -400
-217 -399
-220 -400
-222 -399
-225 -400
-227 -399
-230 -400
-232 -399
-235 -400
-237 -399
-240 -400
-242 -399
-245 -400
-247 -399
-250 -400
-252 -399
-255 -400
-257 -399
-260 -400
-262 -399
-265 -400
-267 -399
-270 -400
-272 -399
-275 -400
-277 -399
-280 -400
-282 -399
-285 -400
-287 -399
-290 -400
-292 -399
-295 -400
-297 -399
-300 -400
-302 -399
-305 -400
-307 -399
-310 -400
-312 -399
-315 -400
-317 -399
-320 -400
-322 -399
-325 -400
-327 -399
-330 -400
-332 -399
-335 -400
-337 -399
-340 -400
-342 -399
-345 -400
-347 -399
-350 -400
-352 -399
-355 -400
-357 -399
-360 -400
-362 -399
-365 -400
-367 -399
-370 -400
-372 -399
-375 -400
-377 -399
-380 -400
-382 -399
-385 -400
-387 -399
-390 -400
-392 -399
-395 -400
-397 -399
-400 -400
8	
-400 -400
-1 -1
-1 1
-400 400
400 400
1 1
1 -1
400 -400
6	
-50 50
-10 10
-20 20
20 -20
0 0
50 50
